id;page;text;x_0;x_1;y_0;y_1;pos_x;pos_y;abs_pos;original_font;font_name;code;bold;italic;font_size;masked;frequency_hist;len_text;n_tokens;tag;box;in_element_ids;in_element
11;0;In the following tables you will find the 91 E-PRTR pollutants and their thresholds broken  ;70.86037800000001;528.088007999999;243.41450399999997;230.35844399999996;299.4741929999995;236.88647399999996;(299.4741929999995, 605.1135260000001);JMGKCB+Verdana;Verdana;JMGKCB;0;0;13.056060000000002;in the following tables you will find the # e-prtr pollutants and their thresholds broken;(0.7934782608695652, 0.021739130434782608, 0.18478260869565216, 0.0);90;15;value;3;[-1, -1, -1, -1];none
12;0;down by the 7 groups used in all the searches of the E-PRTR website.  ;70.86037800000001;425.36196599999994;255.53469599999994;242.47863599999994;248.11117199999998;249.00666599999994;(248.11117199999998, 592.993334);JMGKCB+Verdana;Verdana;JMGKCB;0;0;13.056060000000002;down by the # groups used in all the searches of the e-prtr website.;(0.7428571428571429, 0.014285714285714285, 0.22857142857142856, 0.014285714285714285);68;14;value;3;[-1, -1, -1, 289];none
13;0;•  ;88.85992800000002;96.26571000000003;121.95439199999998;108.53761199999997;92.56281900000002;115.24600199999998;(92.56281900000002, 726.753998);JMGKCC+Symbol;Symbol;JMGKCC;0;0;13.416780000000017;•;(0.0, 0.0, 1.0, 0.0);1;1;value;4;[-1, -1, -1, 289];none
14;0;•  ;88.85995799999999;96.26574;158.434392;145.01761199999999;92.562849;151.726002;(92.562849, 690.273998);JMGKCC+Symbol;Symbol;JMGKCC;0;0;13.416780000000017;•;(0.0, 0.0, 1.0, 0.0);1;1;value;5;[-1, -1, -1, 289];none
15;0;•  ;88.85964000000001;96.26542200000002;182.73439199999996;169.31761199999994;92.562531;176.02600199999995;(92.562531, 665.973998);JMGKCC+Symbol;Symbol;JMGKCC;0;0;13.416780000000017;•;(0.0, 0.0, 1.0, 0.0);1;1;value;6;[-1, -1, -1, 289];none
16;0; A ;70.86;77.71368;109.67388000000005;87.14958000000001;74.28684;98.41173000000003;(74.28684, 743.58827);JMGKCB+Verdana;Verdana;JMGKCB;0;0;22.52430000000004;a;(0.3333333333333333, 0.0, 0.6666666666666666, 0.0);1;1;value;8;[-1, -1, -1, 289];none
17;0;Greenhouse gases  ;246.24;352.49709;287.21388;274.01753999999994;299.36854500000004;280.61571;(299.36854500000004, 561.38429);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;13.196340000000077;greenhouse gases;(0.8333333333333334, 0.0, 0.16666666666666666, 0.0);16;2;value;16;[-1, -1, -1, 289];none
18;0;Carbon dioxide (CO2)  ;100.56;200.350698;341.20752;330.69786;150.455349;335.95268999999996;(150.455349, 506.04731000000004);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;carbon dioxide (co#);(0.6818181818181818, 0.045454545454545456, 0.2727272727272727, 0.0);20;3;value;19;[-1, -1, 311, 342];none
19;0;Hydro-fluorocarbons (HFCs)  ;100.56;230.22622199999992;351.40752000000003;340.89786000000004;165.39311099999998;346.15269;(165.39311099999998, 495.84731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;hydro-fluorocarbons (hfcs);(0.7857142857142857, 0.0, 0.21428571428571427, 0.0);26;2;value;19;[-1, -1, 332, 352];none
20;0;Methane (CH4)  ;100.56;171.421602;361.60752;351.09786;135.990801;356.35269000000005;(135.990801, 485.64730999999995);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;methane (ch#);(0.6, 0.06666666666666667, 0.3333333333333333, 0.0);13;2;value;19;[-1, -1, 351, 362];none
21;0;Nitrous oxide (N2O)  ;100.56;194.239614;371.86752;361.35786;147.399807;366.61269000000004;(147.399807, 475.38730999999996);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;nitrous oxide (n#o);(0.6666666666666666, 0.047619047619047616, 0.2857142857142857, 0.0);19;3;value;19;[-1, -1, 352, 372];none
22;0;Perfluorocarbons (PFCs)  ;100.56;213.70522800000003;382.06752;371.55786;157.13261400000002;376.81269;(157.13261400000002, 465.18731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;perfluorocarbons (pfcs);(0.8, 0.0, 0.2, 0.0);23;2;value;19;[-1, -1, 362, 383];none
23;0;Sulphur hexafluoride (SF6)  ;100.56;225.62256000000005;392.32752;381.81786;163.09128000000004;387.07268999999997;(163.09128000000004, 454.92731000000003);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;sulphur hexafluoride (sf#);(0.75, 0.03571428571428571, 0.21428571428571427, 0.0);26;3;value;19;[-1, -1, 372, 393];none
24;0;Ammonia (NH3)  ;101.82;177.48476399999998;468.70752;458.19786;139.652382;463.45268999999996;(139.652382, 378.54731000000004);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;ammonia (nh#);(0.6, 0.06666666666666667, 0.3333333333333333, 0.0);13;2;value;22;[-1, -1, 439, 469];none
25;0;Carbon monoxide (CO)  ;101.82;207.27330599999996;478.96752;468.45786;154.546653;473.71268999999995;(154.546653, 368.28731000000005);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;carbon monoxide (co);(0.7272727272727273, 0.0, 0.2727272727272727, 0.0);20;3;value;22;[-1, -1, 459, 479];none
26;0;Chlorine and inorganic compounds  ;101.82;260.20225199999993;489.16752;478.65786;181.01112599999996;483.91269;(181.01112599999996, 358.08731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;chlorine and inorganic compounds;(0.8529411764705882, 0.0, 0.14705882352941177, 0.0);32;4;value;22;[-1, -1, 478, 499];none
27;0;(as HCl)  ;101.82;141.20928;498.88752;488.37786;121.51464;493.63269;(121.51464, 348.36731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;(as hcl);(0.5, 0.0, 0.5, 0.0);8;2;value;22;[96, 279, 479, 499];rectangle
28;0;Chlorofluorocarbons (CFCs)  ;101.82;228.98130000000006;509.08742;498.57776;165.40065000000004;503.83259;(165.40065000000004, 338.16741);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;chlorofluorocarbons (cfcs);(0.8214285714285714, 0.0, 0.17857142857142858, 0.0);26;2;value;22;[-1, -1, 479, 510];none
29;0;Flourine and inorganic compounds  ;101.82;259.71227999999985;519.34752;508.83786000000003;180.76613999999992;514.0926900000001;(180.76613999999992, 327.90730999999994);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;flourine and inorganic compounds;(0.8529411764705882, 0.0, 0.14705882352941177, 0.0);32;4;value;22;[-1, -1, 499, 530];none
30;0;(as HF)  ;101.82;137.888004;529.0675200000001;518.55786;119.854002;523.81269;(119.854002, 318.18731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;(as hf);(0.4444444444444444, 0.0, 0.5555555555555556, 0.0);7;2;value;22;[-1, -1, 509, 530];none
31;0;Halons  ;101.82;135.20832000000001;539.26752;528.7578599999999;118.51416;534.01269;(118.51416, 307.98731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;halons;(0.75, 0.0, 0.25, 0.0);6;1;value;22;[-1, -1, 509, 540];none
32;0;Hydrochlorofluorocarbons (HCFCs)  ;101.82;261.54608399999995;549.52742;539.01776;181.68304199999997;544.27259;(181.68304199999997, 297.72740999999996);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;hydrochlorofluorocarbons (hcfcs);(0.8529411764705882, 0.0, 0.14705882352941177, 0.0);32;2;value;22;[-1, -1, 539, 550];none
33;0;Hydrogen Cyanide (HCN)  ;101.82;217.10945399999994;559.7274199999999;549.21776;159.46472699999998;554.47259;(159.46472699999998, 287.52741000000003);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.50965999999994;hydrogen cyanide (hcn);(0.75, 0.0, 0.25, 0.0);22;3;value;22;[-1, -1, 540, 560];none
34;0;Nitrogen oxides (NOx/NO2)  ;101.82;230.8302659999999;569.92742;559.41776;166.32513299999994;564.67259;(166.32513299999994, 277.32741);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.50965999999994;nitrogen oxides (nox/no#);(0.7037037037037037, 0.037037037037037035, 0.25925925925925924, 0.0);25;3;value;22;[-1, -1, 550, 570];none
35;0;Non-methane volatile organic  ;101.82;238.05934799999994;580.18752;569.67786;169.93967399999997;574.93269;(169.93967399999997, 267.06731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.50965999999994;non-methane volatile organic;(0.8333333333333334, 0.0, 0.16666666666666666, 0.0);28;3;value;22;[-1, -1, 569, 590];none
36;0;compounds (NMVOC)  ;101.82;200.41928400000003;589.90752;579.39786;151.119642;584.65269;(151.119642, 257.34731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.50965999999994;compounds (nmvoc);(0.7368421052631579, 0.0, 0.2631578947368421, 0.0);17;2;value;22;[96, 279, 570, 590];rectangle
37;0;Sulphur oxides (SOx/SO2)  ;101.82;224.55319800000004;600.10752;589.59786;163.186599;594.8526899999999;(163.186599, 247.14731000000006);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;sulphur oxides (sox/so#);(0.6923076923076923, 0.038461538461538464, 0.2692307692307692, 0.0);24;3;value;22;[-1, -1, 570, 601];none
38;0;Arsenic and compounds (as As)  ;102.0;246.83061599999994;676.5475200000001;666.03786;174.41530799999998;671.29269;(174.41530799999998, 170.70731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;arsenic and compounds (as as);(0.7419354838709677, 0.0, 0.25806451612903225, 0.0);29;5;value;26;[-1, -1, 666, 677];none
39;0;Cadmium and compounds (as Cd)  ;102.0;255.97170599999998;686.74752;676.23786;178.985853;681.49269;(178.985853, 160.50730999999996);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;cadmium and compounds (as cd);(0.7419354838709677, 0.0, 0.25806451612903225, 0.0);29;5;value;26;[-1, -1, 667, 687];none
40;0;Chromium and compounds (as Cr)  ;102.0;258.61947;697.00752;686.49786;180.309735;691.75269;(180.309735, 150.24730999999997);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;chromium and compounds (as cr);(0.75, 0.0, 0.25, 0.0);30;5;value;26;[-1, -1, 677, 698];none
41;0;Copper and compounds (as Cu)  ;102.0;245.73256799999993;707.20752;696.69786;173.86628399999995;701.9526900000001;(173.86628399999995, 140.04730999999992);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;copper and compounds (as cu);(0.7333333333333333, 0.0, 0.26666666666666666, 0.0);28;5;value;26;[-1, -1, 687, 708];none
42;0;Lead and compounds (as Pb)  ;102.0;235.24844399999998;717.40752;706.89786;168.62422199999997;712.15269;(168.62422199999997, 129.84731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.50965999999994;lead and compounds (as pb);(0.7142857142857143, 0.0, 0.2857142857142857, 0.0);26;5;value;26;[-1, -1, 698, 718];none
43;0;Mercury and compounds (as Hg)  ;102.0;251.230788;727.66752;717.15786;176.61539399999998;722.41269;(176.61539399999998, 119.58731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.50965999999994;mercury and compounds (as hg);(0.7419354838709677, 0.0, 0.25806451612903225, 0.0);29;5;value;26;[-1, -1, 717, 728];none
44;0;Nickel and compounds (as Ni)  ;102.0;239.67255600000007;737.86742;727.35776;170.83627800000005;732.61259;(170.83627800000005, 109.38741000000005);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;nickel and compounds (as ni);(0.7333333333333333, 0.0, 0.26666666666666666, 0.0);28;5;value;26;[-1, -1, 718, 738];none
45;0;Zinc and compounds (as Zn)  ;102.0;232.41474600000006;748.0675200000001;737.55786;167.20737300000002;742.81269;(167.20737300000002, 99.18731000000002);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;zinc and compounds (as zn);(0.7142857142857143, 0.0, 0.2857142857142857, 0.0);26;5;value;26;[-1, -1, 728, 749];none
46;0;to air  ;286.62;313.2333;321.22752;310.71786;299.92665;315.97269;(299.92665, 526.0273099999999);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;to air;(0.625, 0.0, 0.375, 0.0);6;2;value;27;[-1, -1, 298, 331];none
47;0;kg/year  ;280.44;319.395966;330.94752000000005;320.43786;299.917983;325.69269;(299.917983, 516.3073099999999);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;kg/year;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;1;value;28;[257, 340, 312, 331];rectangle
48;0;100 million  ;276.300348;323.55471600000004;341.20752;330.80958;299.92753200000004;336.00855;(299.92753200000004, 505.99145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;# million;(0.5384615384615384, 0.23076923076923078, 0.23076923076923078, 0.0);11;2;value;29;[-1, -1, 321, 342];none
49;0;100  ;290.879808;308.996004;351.40752000000003;341.00958;299.937906;346.20855000000006;(299.937906, 495.79144999999994);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;#;(0.0, 0.6, 0.4, 0.0);3;1;value;30;[-1, -1, 341, 352];none
50;0;100 000  ;281.87996400000003;318.066072;361.60752;351.20958;299.973018;356.40855;(299.973018, 485.59145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;# #;(0.0, 0.6666666666666666, 0.3333333333333333, 0.0);7;2;value;31;[-1, -1, 351, 362];none
51;0;10 000  ;284.400048;315.544392;371.86752;361.46958;299.97222;366.66855;(299.97222, 475.33145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;# #;(0.0, 0.625, 0.375, 0.0);6;2;value;32;[-1, -1, 351, 372];none
52;0;100  ;290.879808;308.996004;382.06752;371.66958;299.937906;376.86855;(299.937906, 465.13145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;#;(0.0, 0.6, 0.4, 0.0);3;1;value;33;[-1, -1, 362, 383];none
53;0;50  ;293.459742;306.472728;392.32752;381.92958;299.966235;387.12855;(299.966235, 454.87145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;#;(0.0, 0.5, 0.5, 0.0);2;1;value;34;[-1, -1, 372, 393];none
54;0;THRESHOLD FOR RELEASES  ;316.02;444.66684000000004;310.97388;297.77753999999993;380.34342000000004;304.37570999999997;(380.34342000000004, 537.62429);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;13.196340000000077;threshold for releases;(0.8333333333333334, 0.0, 0.16666666666666666, 0.0);22;3;value;35;[-1, -1, 288, 312];none
55;0;to water  ;365.1;405.758898;321.22752;310.71786;385.429449;315.97269;(385.429449, 526.0273099999999);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;to water;(0.7, 0.0, 0.3, 0.0);8;2;value;36;[-1, -1, 298, 331];none
56;0;kg/year  ;365.94;404.895966;330.94752000000005;320.43786;385.417983;325.69269;(385.417983, 516.3073099999999);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;kg/year;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;1;value;36;[340, 428, 312, 331];rectangle
57;0;-  ;382.249212;388.65715200000005;341.20752;330.80958;385.453182;336.00855;(385.453182, 505.99145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;37;[-1, -1, 321, 342];none
58;0;-  ;382.270758;388.67869800000005;351.40752000000003;341.00958;385.474728;346.20855000000006;(385.474728, 495.79144999999994);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;37;[-1, -1, 341, 352];none
59;0;-  ;382.28033400000004;388.68827400000004;361.60752;351.20958;385.48430400000007;356.40855;(385.48430400000007, 485.59145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;37;[-1, -1, 351, 362];none
60;0;-  ;382.27873800000003;388.68667800000003;371.86752;361.46958;385.482708;366.66855;(385.482708, 475.33145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;37;[-1, -1, 351, 372];none
61;0;-  ;382.270758;388.67869800000005;382.06752;371.66958;385.474728;376.86855;(385.474728, 465.13145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;37;[-1, -1, 362, 383];none
62;0;-  ;382.267566;388.675506;392.32752;381.92958;385.471536;387.12855;(385.471536, 454.87145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;37;[-1, -1, 372, 393];none
63;0;to land  ;448.56;482.49495;321.22752;310.71786;465.527475;315.97269;(465.527475, 526.0273099999999);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;to land;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;2;value;38;[-1, -1, 298, 331];none
64;0;kg/year  ;446.04;484.995966;330.94752000000005;320.43786;465.517983;325.69269;(465.517983, 516.3073099999999);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509660000000054;kg/year;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;1;value;39;[428, 500, 312, 331];rectangle
65;0;-  ;462.35165400000005;468.75959400000005;341.20752;330.80958;465.5556240000001;336.00855;(465.5556240000001, 505.99145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;40;[-1, -1, 321, 342];none
66;0;-  ;462.3732000000001;468.7811400000001;351.40752000000003;341.00958;465.57717000000014;346.20855000000006;(465.57717000000014, 495.79144999999994);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;40;[-1, -1, 341, 352];none
67;0;-  ;462.38277600000004;468.79071600000003;361.60752;351.20958;465.58674600000006;356.40855;(465.58674600000006, 485.59145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;40;[-1, -1, 351, 362];none
68;0;-  ;462.38118000000003;468.7891200000001;371.86752;361.46958;465.58515000000006;366.66855;(465.58515000000006, 475.33145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;40;[-1, -1, 351, 372];none
69;0;-  ;462.3732000000001;468.7811400000001;382.06752;371.66958;465.57717000000014;376.86855;(465.57717000000014, 465.13145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;40;[-1, -1, 362, 383];none
70;0;-  ;462.370008;468.777948;392.32752;381.92958;465.573978;387.12855;(465.573978, 454.87145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;40;[-1, -1, 372, 393];none
71;0;Other gases  ;263.94;334.790418;414.71388;401.51754000000005;299.365209;408.11571000000004;(299.365209, 433.88428999999996);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;13.196339999999964;other gases;(0.7692307692307693, 0.0, 0.23076923076923078, 0.0);11;2;value;41;[-1, -1, 392, 416];none
72;0;THRESHOLD FOR RELEASES  ;326.34;454.369068;438.53388;425.33754;390.354534;431.93571;(390.354534, 410.06429);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;13.19634000000002;threshold for releases;(0.8333333333333334, 0.0, 0.16666666666666666, 0.0);22;3;value;42;[-1, -1, 425, 439];none
73;0;to air  ;303.0;329.6133;448.78752000000003;438.27786000000003;316.30665;443.53269;(316.30665, 398.46731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;to air;(0.625, 0.0, 0.375, 0.0);6;2;value;43;[-1, -1, 438, 449];none
74;0;kg/year  ;296.82;335.775966;458.50752;447.99786;316.297983;453.25269000000003;(316.297983, 388.74730999999997);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;kg/year;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;1;value;44;[279, 351, 439, 459];rectangle
75;0;10 000  ;300.779754;331.924098;468.70752;458.30958;316.35192600000005;463.50855;(316.35192600000005, 378.49145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;# #;(0.0, 0.625, 0.375, 0.0);6;2;value;45;[-1, -1, 449, 469];none
76;0;500 000  ;298.25967;334.4457780000001;478.96752;468.56958;316.3527240000001;473.76855;(316.3527240000001, 368.23145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;# #;(0.0, 0.6666666666666666, 0.3333333333333333, 0.0);7;2;value;46;[-1, -1, 459, 479];none
77;0;to water  ;372.48;413.138898;448.78752000000003;438.27786000000003;392.809449;443.53269;(392.809449, 398.46731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;to water;(0.7, 0.0, 0.3, 0.0);8;2;value;47;[-1, -1, 438, 449];none
78;0;kg/year  ;373.32;412.275966;458.50752;447.99786;392.797983;453.25269000000003;(392.797983, 388.74730999999997);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;kg/year;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;1;value;47;[351, 432, 439, 459];rectangle
79;0;-  ;389.65860000000004;396.06654000000003;468.70752;458.30958;392.86257;463.50855;(392.86257, 378.49145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;48;[-1, -1, 449, 469];none
80;0;-  ;389.66019600000004;396.06813600000004;478.96752;468.56958;392.86416600000007;473.76855;(392.86416600000007, 368.23145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;48;[-1, -1, 459, 479];none
81;0;to land  ;449.82;483.74218199999996;448.78752000000003;438.27786000000003;466.78109099999995;443.53269;(466.78109099999995, 398.46731);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;to land;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;2;value;49;[-1, -1, 438, 449];none
82;0;kg/year  ;447.3;486.255966;458.50752;447.99786;466.777983;453.25269000000003;(466.777983, 388.74730999999997);JMGKBP+Verdana,Bold;Verdana;JMGKBP;1;0;10.509659999999997;kg/year;(0.6666666666666666, 0.0, 0.3333333333333333, 0.0);7;1;value;50;[432, 499, 439, 459];rectangle
83;0;-  ;463.64118;470.0491200000001;468.70752;458.30958;466.84515000000005;463.50855;(466.84515000000005, 378.49145);JMGKCB+Verdana;Verdana;JMGKCB;0;0;10.397940000000006;-;(0.0, 0.0, 1.0, 0.0);1;1;value;51;[-1, -1, 449, 469];none
